,accuracy,accuracy,accuracy,accuracy,weighted_f1,weighted_f1,weighted_f1,weighted_f1
,mean,std,min,max,mean,std,min,max
architecture,,,,,,,,
efficientnetb0,0.9016249999999999,0.011764286527452558,0.8875,0.919375,0.8994852986472633,0.012177886822474332,0.8849119929558692,0.917936144168591
mobilenetv2,0.911875,0.013842021618968766,0.896875,0.924375,0.9102601369674893,0.014082320220965219,0.8947956434537665,0.9229652911357634
resnet50,0.9015000000000001,0.023102184691063326,0.8725,0.935,0.899523775550259,0.023470060209899914,0.8703835540387034,0.9337733452307707
